performer,perf_time,score_time,attack,decay_rate,section
Lang Lang,13.885532879818594,16.528319602547885,0.04261401668190956,0.015541260472673452,A段 主题
Lang Lang,14.164172335600908,16.859991567816408,0.25005990266799927,0.10956380583593271,A段 主题
Lang Lang,14.489251700680272,17.24694219396301,0.162483811378479,-0.20698538919532436,A段 主题
Lang Lang,14.721451247165533,17.523335498353443,0.028278905898332596,-0.0744769758057373,A段 主题
Lang Lang,15.000090702947846,17.855007463621963,0.09567917883396149,-0.1597402741026599,A段 主题
Lang Lang,15.464489795918368,18.40779407240283,0.10061030834913254,-0.07831101383999339,A段 主题
Lang Lang,15.696689342403628,18.68418737679326,0.040737275034189224,0.08064065987127832,A段 主题
Lang Lang,16.021768707482995,19.071138002939872,0.08326459676027298,-0.028268471919545842,A段 主题
Lang Lang,16.34684807256236,19.458088629086475,0.09267930686473846,-0.04398907517497719,A段 主题
Lang Lang,16.62548752834467,19.789760594354995,0.07514852285385132,-0.011855753132294922,A段 主题
Lang Lang,16.857687074829933,20.066153898745426,0.03183673322200775,-0.02396753930042905,A段 主题
Lang Lang,17.136326530612244,20.397825864013946,0.14509309828281403,0.07914073664778697,A段 主题
Lang Lang,17.46140589569161,20.784776490160553,0.11337438970804214,0.13396964268395095,A段 主题
Lang Lang,17.670385487528346,21.033530464111944,0.1663992553949356,0.032205049319600214,A段 主题
Lang Lang,18.018684807256236,21.44812042069759,0.0473656989634037,-0.13577330205407634,A段 主题
Lang Lang,18.3437641723356,21.835071046844195,0.05790998041629791,-0.03497169604997907,A段 主题
Lang Lang,18.668843537414965,22.222021672990802,0.03639798238873482,0.03541722176123585,A段 主题
Lang Lang,18.99392290249433,22.608972299137406,0.10430403053760529,0.06061252277049788,A段 主题
Lang Lang,19.342222222222222,23.02356225572306,0.34299397468566895,-0.027041122757509584,A段 主题
Lang Lang,19.667301587301587,23.410512881869664,0.21204791963100433,-0.1467126803618157,A段 主题
Lang Lang,20.01560090702948,23.825102838455315,0.031140124425292015,-0.02661406615516171,A段 主题
Lang Lang,20.29424036281179,24.156774803723835,0.0837264209985733,-0.006689879865007244,A段 主题
Lang Lang,20.64253968253968,24.571364760309482,0.25485309958457947,0.13751388378295815,A段 主题
Lang Lang,21.153378684807254,25.179430029968433,0.19228066504001617,-0.06068050943213165,A段 主题
Lang Lang,21.478458049886623,25.566380656115044,0.12264227122068405,-0.009943810255208515,A段 主题
Lang Lang,21.687437641723356,25.81513463006643,0.03776431828737259,0.16562701512157219,A段 主题
Lang Lang,21.91963718820862,26.091527934456867,0.048363134264945984,-0.021928928799752608,A段 主题
Lang Lang,22.267936507936508,26.506117891042514,0.13763438165187836,-0.024993771421577562,A段 主题
Lang Lang,22.66267573696145,26.97598650850625,0.2112603336572647,-0.1849744399805786,A段 主题
Lang Lang,22.894875283446712,27.25237981289668,0.041010551154613495,-0.12905384774057893,A段 主题
Lang Lang,23.127074829931974,27.528773117287116,0.17176952958106995,-0.15988514010132351,A段 主题
Lang Lang,23.45215419501134,27.915723743433723,0.04378359019756317,-0.03665491658466635,A段 主题
Lang Lang,23.754013605442175,28.275035039141283,0.13816450536251068,0.00489434919472842,A段 主题
Lang Lang,24.14875283446712,28.744903656605022,0.032421667128801346,0.02013659823205671,A段 主题
Lang Lang,24.49705215419501,29.15949361319067,0.043402355164289474,-0.009746273872224265,A段 主题
Lang Lang,24.79891156462585,29.518804908898232,0.07679718732833862,-0.04656976261685486,A段 主题
Lang Lang,25.054331065759637,29.822837543727708,0.03387966752052307,-0.07099123804437113,A段 主题
Lang Lang,25.379410430839002,30.20978816987431,0.10071064531803131,0.010463253465786696,A段 主题
Lang Lang,25.658049886621317,30.541460135142835,0.0700211375951767,-0.017605709581403062,A段 主题
Lang Lang,25.890249433106575,30.817853439533266,0.10184459388256073,0.11837285169349343,A段 主题
Lang Lang,26.261768707482993,31.260082726557957,0.05020657181739807,-0.0433818253895879,A段 主题
Lang Lang,26.679727891156464,31.75759067446074,0.04422617331147194,-0.02076528135148692,A段 主题
Lang Lang,26.93514739229025,32.06162330929021,0.0529104508459568,0.021189428161960674,A段 主题
Lang Lang,27.28344671201814,32.47621326587586,0.03753632679581642,-0.025139935223705834,A段 主题
Lang Lang,27.492426303854874,32.72496723982725,0.05918055772781372,-0.02878805216823821,A段 主题
Lang Lang,27.88716553287982,33.19483585729099,0.04138561338186264,0.013943011208539247,A段 主题
Lang Lang,28.189024943310656,33.55414715299855,0.047770142555236816,-0.03414480114543039,A段 主题
Lang Lang,28.583764172335602,34.02401577046229,0.153789684176445,-0.007407807743220473,A段 主题
Lang Lang,28.81596371882086,34.300409074852716,0.05895353853702545,0.017962596939469222,A段 主题
Lang Lang,29.1178231292517,34.65972037056028,0.20701956748962402,-0.012820682422898244,A段 主题
Lang Lang,29.350022675736962,34.93611367495072,0.08927342295646667,0.0030980091878518574,A段 主题
Lang Lang,29.628662131519274,35.26778564021924,0.03139706328511238,-0.01040116159174431,A段 主题
Lang Lang,29.976961451247167,35.68237559680489,0.25701501965522766,-0.005432812531580567,A段 主题
Lang Lang,30.37170068027211,36.15224421426862,0.06607271730899811,0.0033444743849031506,A段 主题
Lang Lang,30.72,36.56683417085427,0.1734994500875473,0.0014618144518863117,A段 主题
Lang Lang,30.95219954648526,36.8432274752447,0.10723740607500076,0.004789756167156156,A段 主题
Lang Lang,31.32371882086168,37.2854567622694,0.1188729852437973,-0.011786718869188919,A段 主题
Lang Lang,31.648798185941043,37.672407388416005,0.29842519760131836,-0.017492835536359053,A段 主题
Lang Lang,31.90421768707483,37.97644002324548,0.045035965740680695,-0.004813221676158719,A段 主题
Lang Lang,32.15963718820862,38.280472658074956,0.02960941195487976,0.001663060174905695,A段 主题
Lang Lang,32.53115646258503,38.722701945099644,0.17938530445098877,0.020347882355054022,A段 主题
Lang Lang,32.879455782312924,39.137291901685295,0.22147205471992493,-0.009753308177096187,A段 主题
Lang Lang,33.34385487528345,39.690078510466165,0.15799367427825928,0.0008765325446802313,A段 主题
Lang Lang,33.57605442176871,39.9664718148566,0.22905446588993073,0.009226088650393649,A段 主题
Lang Lang,33.877913832199546,40.32578311056416,0.11557788401842117,-0.0025162069505313407,A段 主题
Lang Lang,34.11011337868481,40.60217641495459,0.1063038781285286,0.031661282082495745,A段 主题
Lang Lang,34.38875283446712,40.93384838022311,0.10380680114030838,-0.028952559978279165,A段 主题
Lang Lang,34.71383219954649,41.32079900636972,0.07764018326997757,-0.0572813301005226,A段 主题
Lang Lang,35.015691609977324,41.68011030207728,0.06606991589069366,-0.0008373291393581896,A段 主题
Lang Lang,35.36399092970522,42.09470025866293,0.12601324915885925,-0.028260147450964723,A段 主题
Lang Lang,35.64263038548753,42.426372223931445,0.07684589922428131,-0.01882059209492581,A段 主题
Lang Lang,36.014149659863946,42.86860151095614,0.08425496518611908,-0.021483460864146764,A段 主题
Lang Lang,36.22312925170068,43.117355484907534,0.12920016050338745,0.024305851547978815,A段 主题
Lang Lang,36.432108843537414,43.366109458858915,0.06605035811662674,-0.03576085653094196,A段 主题
Lang Lang,36.73396825396826,43.725420754566485,0.029734261333942413,0.03462416214006225,A段 主题
Lang Lang,37.08226757369614,44.14001071115213,0.330218106508255,-0.04214394577957136,A段 主题
Lang Lang,37.29124716553288,44.388764685103524,0.06640402227640152,-0.027224955329074874,A段 主题
Lang Lang,37.56988662131519,44.72043665037204,0.05051841214299202,0.019842704477923693,A段 主题
Lang Lang,37.918185941043085,45.13502660695769,0.09116022288799286,-0.004319964205024006,A段 主题
Lang Lang,38.17360544217687,45.43905924178716,0.036175839602947235,-0.017174676963804814,A段 主题
Lang Lang,38.521904761904764,45.853649198372814,0.08591709285974503,0.03220809519461909,A段 主题
Lang Lang,38.963083900226756,46.37879647671463,0.180388942360878,0.03950578684452921,A段 主题
Lang Lang,39.24172335600907,46.71046844198315,0.3017415404319763,-0.10241938152830699,A段 主题
Lang Lang,39.450702947845805,46.95922241593455,0.11017542332410812,-0.09743785030877915,A段 主题
Lang Lang,39.84544217687075,47.42909103339828,0.23485355079174042,-0.1850858505349606,A段 主题
Lang Lang,40.07764172335601,47.70548433778872,0.11751694977283478,0.006644119639531711,A段 主题
Lang Lang,40.542040816326534,48.25827094656958,0.12488419562578201,0.035284553587189287,A段 主题
Lang Lang,40.89034013605442,48.672860903155225,0.08562932908535004,-0.052763637086172814,A段 主题
Lang Lang,41.09931972789116,48.92161487710662,0.04495641216635704,0.004730284490506165,A段 主题
Lang Lang,41.308299319727894,49.170368851058015,0.09878000617027283,0.0066437510213290816,A段 主题
Lang Lang,41.517278911564624,49.419122825009396,0.04280781000852585,-0.007935577332318644,A段 主题
Lang Lang,41.84235827664399,49.806073451156,0.03244340047240257,0.05551308481699379,A段 主题
Lang Lang,42.190657596371885,50.22066340774166,0.20589680969715118,0.0015078614069352625,A段 主题
Lang Lang,42.44607709750567,50.524696042571136,0.08801552653312683,0.13137508908585002,A段 主题
Lang Lang,42.72471655328798,50.85636800783965,0.21021173894405365,0.03576792187232058,A段 主题
Lang Lang,42.93369614512471,51.10512198179104,0.170355424284935,-0.08792816151981242,A段 主题
Lang Lang,43.23555555555556,51.46443327749861,0.03479461371898651,-0.020676696476584763,A段 主题
Lang Lang,43.58385487528345,51.87902323408426,0.16018298268318176,-0.15516397079409214,A段 主题
Lang Lang,43.816054421768705,52.15541653847468,0.04066668823361397,0.000534834452992071,A段 主题
Lang Lang,44.02503401360544,52.40417051242607,0.036191146820783615,0.16291439292217547,A段 主题
Lang Lang,44.28045351473923,52.70820314725555,0.08030594885349274,0.2463308366714045,A段 主题
Lang Lang,44.55909297052154,53.039875112524065,0.09637846052646637,-0.053577441030938644,A段 主题
Lang Lang,44.76807256235828,53.28862908647546,0.049850624054670334,0.08588238397351232,A段 主题
Lang Lang,45.00027210884354,53.56502239086589,0.0916547104716301,-0.12345117957011097,A段 主题
Lang Lang,45.3253514739229,53.9519730170125,0.2269163727760315,-0.18279027972312178,A段 主题
Lang Lang,45.627210884353744,54.31128431272006,0.06287446618080139,0.23344062483374725,A段 主题
Lang Lang,45.836190476190474,54.56003828667145,0.057111360132694244,0.17997278373513836,A段 主题
Lang Lang,46.18448979591837,54.9746282432571,0.06329329311847687,-0.26205864851363003,A段 主题
Lang Lang,46.46312925170068,55.30630020852562,0.231180801987648,-0.04891255284746875,A段 主题
Lang Lang,46.78820861678005,55.69325083467223,0.044367045164108276,-0.061456445018848165,A段 主题
Lang Lang,47.02040816326531,55.96964413906266,0.035900674760341644,-0.03391606423974735,A段 主题
Lang Lang,47.57768707482993,56.6329880695997,0.035544171929359436,0.018701465387493954,A段 主题
Lang Lang,47.85632653061224,56.96466003486822,0.08484407514333725,-0.009121296989178518,A段 主题
Lang Lang,48.06530612244898,57.213414008819605,0.09359540790319443,0.01103253366636636,A段 主题
Lang Lang,48.27428571428572,57.462167982771,0.1363810896873474,-0.020663328814407578,A段 主题
Lang Lang,48.576145124716554,57.821479278478556,0.04769405722618103,-0.017482501334598055,A段 主题
Lang Lang,48.901224489795915,58.20842990462516,0.2657663822174072,-0.3347961006966216,A段 主题
Lang Lang,49.13342403628118,58.484823209015595,0.27673301100730896,-0.09310365658166118,A段 主题
Lang Lang,49.36562358276644,58.761216513406026,0.18530741333961487,0.03801720913543249,A段 主题
Lang Lang,49.574603174603176,59.00997048735742,0.11233466863632202,-0.1798138691810891,A段 主题
Lang Lang,49.87646258503401,59.369281783064984,0.07011129707098007,0.0010054266795123115,A段 主题
Lang Lang,50.1318820861678,59.67331441789446,0.06650250405073166,-0.01211820308526512,A段 主题
Lang Lang,50.50340136054422,60.11554370491915,0.16256387531757355,-0.03554126703875227,A段 主题
Lang Lang,50.73560090702948,60.391937009309586,0.135064959526062,-0.03343944424614165,A段 主题
Lang Lang,51.037460317460315,60.75124830501714,0.24707992374897003,-0.06909714784342214,A段 主题
Lang Lang,51.2928798185941,61.05528093984662,0.3683594763278961,-0.258917864812247,B段 抒情
Lang Lang,51.50185941043084,61.30403491379801,0.26858484745025635,-0.06761353406545823,B段 抒情
Lang Lang,51.7340589569161,61.580428218188445,0.11049246042966843,-0.06117646898928797,B段 抒情
Lang Lang,51.94303854875283,61.82918219213983,0.061139654368162155,-0.02298699291714001,B段 抒情
Lang Lang,52.244897959183675,62.1884934878474,0.2656939923763275,-0.0739479437470436,B段 抒情
Lang Lang,52.54675736961451,62.54780478355496,0.08517800271511078,0.16644640181766587,B段 抒情
Lang Lang,52.82539682539682,62.87947674882348,0.1998727172613144,-0.03379500467417529,B段 抒情
Lang Lang,53.03437641723356,63.128230722774866,0.14083006978034973,-0.24764021818555193,B段 抒情
Lang Lang,53.2433560090703,63.37698469672626,0.17255531251430511,-0.030930911907489637,B段 抒情
Lang Lang,53.47555555555556,63.65337800111669,0.4127644896507263,-0.39684869589109434,B段 抒情
Lang Lang,53.777414965986395,64.01268929682425,0.0367690809071064,0.061003529754088945,B段 抒情
Lang Lang,53.98639455782313,64.26144327077564,0.16503393650054932,-0.280095815196546,B段 抒情
Lang Lang,54.24181405895692,64.56547590560513,0.09250346571207047,0.07238486696223845,B段 抒情
Lang Lang,54.45079365079365,64.8142298795565,0.11067470163106918,0.14362736510520335,B段 抒情
Lang Lang,54.72943310657596,65.14590184482502,0.05004635453224182,-0.01502494669693988,B段 抒情
Lang Lang,54.98485260770975,65.4499344796545,0.054247915744781494,-0.0033842779885162586,B段 抒情
Lang Lang,55.28671201814059,65.80924577536207,0.09786254167556763,-0.11998881564068142,B段 抒情
Lang Lang,55.5653514739229,66.14091774063058,0.04467196762561798,0.3974925019065267,B段 抒情
Lang Lang,55.960090702947845,66.61078635809432,0.04926999285817146,-0.0274084288321319,B段 抒情
Lang Lang,56.26195011337869,66.97009765380189,0.12059437483549118,0.06376838209689595,B段 抒情
Lang Lang,56.517369614512475,67.27413028863137,0.10576770454645157,-0.02330530332983471,B段 抒情
Lang Lang,56.842448979591836,67.66108091477797,0.07977855950593948,0.1544596674648346,B段 抒情
Lang Lang,57.12108843537415,67.99275288004648,0.05793534219264984,0.03486139803499099,B段 抒情
Lang Lang,57.35328798185941,68.26914618443692,0.0629386454820633,-0.18293483535671842,B段 抒情
Lang Lang,57.67836734693878,68.65609681058353,0.03810392692685127,0.0010330811619496665,B段 抒情
Lang Lang,58.07310657596372,69.12596542804727,0.028378944844007492,-0.015366928414550785,B段 抒情
Lang Lang,58.32852607709751,69.42999806287673,0.10052727907896042,-0.009668546999819227,B段 抒情
Lang Lang,58.700045351473925,69.87222734990144,0.05968505144119263,-0.02300994178767723,B段 抒情
Lang Lang,59.11800453514739,70.36973529780421,0.028348827734589577,-0.00035160207971784947,B段 抒情
Lang Lang,59.48952380952381,70.8119645848289,0.09290774166584015,0.019338074753250112,B段 抒情
Lang Lang,59.76816326530612,71.14363655009743,0.08819839358329773,-0.03613868111642659,B段 抒情
Lang Lang,60.02358276643991,71.4476691849269,0.0374196395277977,-0.0289747085844283,B段 抒情
Lang Lang,60.395102040816326,71.8898984719516,0.08554834872484207,-0.009621334027087869,B段 抒情
Lang Lang,60.78984126984127,72.35976708941533,0.15433022379875183,-0.031948111927704304,B段 抒情
Lang Lang,61.11492063492064,72.74671771556194,0.03703169524669647,0.006792752276396641,B段 抒情
Lang Lang,61.37034013605442,73.05075035039141,0.045620761811733246,-0.020030882637911415,B段 抒情
Lang Lang,61.765079365079366,73.52061896785514,0.037700217217206955,-0.0014545893918693753,B段 抒情
Lang Lang,61.99727891156463,73.79701227224558,0.04687761142849922,0.0005599506266662502,B段 抒情
Lang Lang,62.299138321995464,74.15632356795314,0.11847615987062454,0.05036951104102627,B段 抒情
Lang Lang,62.577777777777776,74.48799553322166,0.11570247262716293,0.009863072364169057,B段 抒情
Lang Lang,62.78675736961451,74.73674950717304,0.07289275527000427,-0.03569273235370928,B段 抒情
Lang Lang,63.0421768707483,75.04078214200253,0.11774034798145294,-0.05714882045140257,B段 抒情
Lang Lang,63.36725623582767,75.42773276814914,0.0574171245098114,-0.09043284389917972,B段 抒情
Lang Lang,63.59945578231292,75.70412607253957,0.033651236444711685,-0.039974892661120975,B段 抒情
Lang Lang,63.87809523809524,76.03579803780809,0.08506730198860168,0.05255509754533705,B段 抒情
Lang Lang,64.2960544217687,76.53330598571085,0.05073357746005058,0.37777807942802605,B段 抒情
Lang Lang,64.55147392290249,76.83733862054034,0.02825060486793518,0.08620204853286849,华彩
Lang Lang,64.78367346938775,77.11373192493076,0.028791720047593117,0.07359688361248118,华彩
Lang Lang,65.20163265306122,77.61123987283355,0.13712653517723083,-0.04489066468522651,华彩
Lang Lang,65.48027210884354,77.94291183810208,0.06875761598348618,0.07881310907578154,华彩
Lang Lang,65.73569160997732,78.24694447293155,0.03529442101716995,-0.02916840837769996,华彩
Lang Lang,66.13043083900227,78.71681309039529,0.04915495589375496,-0.020311410162321405,华彩
Lang Lang,66.339410430839,78.96556706434667,0.09473922848701477,0.014273619717641852,华彩
Lang Lang,66.75736961451247,79.46307501224945,0.09217551350593567,-0.045700955297434114,华彩
Lang Lang,67.0592290249433,79.822386307957,0.08818436414003372,-0.031158728938862623,华彩
Lang Lang,67.3146485260771,80.12641894278649,0.12786413729190826,0.022583565123568405,华彩
Lang Lang,67.52362811791383,80.37517291673788,0.16939108073711395,0.06209963221408543,华彩
Lang Lang,67.82548752834467,80.73448421244544,0.06793441623449326,-0.008885700299288146,华彩
Lang Lang,68.08090702947845,81.03851684727492,0.06062724068760872,0.0886107717633422,华彩
Lang Lang,68.31310657596372,81.31491015166534,0.08129282295703888,0.0750191348743101,华彩
Lang Lang,68.63818594104309,81.70186077781197,0.291221559047699,-0.048836384485184674,华彩
Lang Lang,68.96326530612245,82.08881140395857,0.12629163265228271,0.03026272170245647,华彩
Lang Lang,69.26512471655329,82.44812269966613,0.08150959014892578,-0.053474124797503464,华彩
Lang Lang,69.56698412698412,82.80743399537369,0.08084402978420258,0.03168638631905196,华彩
Lang Lang,69.84562358276644,83.13910596064221,0.11012443155050278,0.08459108576062135,华彩
Lang Lang,70.21714285714286,83.58133524766691,0.07956243306398392,-0.10232378908767714,华彩
Lang Lang,70.4261224489796,83.8300892216183,0.12629494071006775,0.2067713232463575,华彩
Lang Lang,70.65832199546485,84.10648252600872,0.05196699500083923,0.19571158154576548,华彩
Lang Lang,70.93696145124717,84.43815449127725,0.12862931191921234,0.12308677851251557,华彩
Lang Lang,71.28526077097506,84.85274444786289,0.08587879687547684,0.08939889848988969,华彩
Lang Lang,71.4942403628118,85.10149842181428,0.09734143316745758,0.06549945901497266,华彩
Lang Lang,71.79609977324263,85.46080971752184,0.1383630633354187,-0.1548644751892425,华彩
Lang Lang,72.00507936507937,85.70956369147324,0.09170645475387573,-0.10560673144937027,华彩
Lang Lang,72.3069387755102,86.0688749871808,0.08384236693382263,0.1248742826646776,华彩
Lang Lang,72.67845804988661,86.51110427420548,0.041819825768470764,-0.11031809226551559,华彩
Lang Lang,72.88743764172335,86.75985824815687,0.046988096088171005,-0.03279332004240132,华彩
Lang Lang,73.11963718820861,87.03625155254731,0.10761961340904236,-0.1280967391721788,华彩
Lang Lang,73.35183673469388,87.31264485693775,0.06561850011348724,0.046930991265980986,华彩
Lang Lang,73.58403628117914,87.58903816132818,0.20260095596313477,-0.01751862782839453,华彩
Lang Lang,73.88589569160997,87.94834945703573,0.07411445677280426,-0.09511849311820696,华彩
Lang Lang,74.11809523809524,88.22474276142617,0.06770782917737961,-0.022170062402437907,华彩
Lang Lang,74.3502947845805,88.50113606581661,0.11371781677007675,-0.19199215894332156,华彩
Lang Lang,74.58249433106576,88.77752937020705,0.05376880243420601,-0.12510864362411667,华彩
Lang Lang,74.7914739229025,89.02628334415843,0.16917218267917633,-0.09010446810862048,华彩
Lang Lang,75.07011337868481,89.35795530942696,0.045468080788850784,0.451041150608944,华彩
Lang Lang,75.44163265306122,89.80018459645164,0.027338901534676552,0.033867960519273765,华彩
Lang Lang,75.81315192743764,90.24241388347635,0.0729660838842392,0.12074352416675536,华彩
Lang Lang,76.18467120181406,90.68464317050102,0.25624725222587585,0.08907104602258184,华彩
Lang Lang,76.53297052154196,91.09923312708668,0.16765499114990234,-0.15089596599864305,华彩
Lang Lang,76.74195011337868,91.34798710103806,0.20734891295433044,-0.13117052603774937,华彩
Lang Lang,77.09024943310658,91.76257705762372,0.037863604724407196,0.021661946084350348,华彩
Lang Lang,77.46176870748299,92.2048063446484,0.10713157057762146,0.03897612641594606,华彩
Lang Lang,77.78684807256236,92.59175697079502,0.10771263390779495,0.18130668886442436,华彩
Lang Lang,78.1815873015873,93.06162558825875,0.15239179134368896,-0.1478007152400096,华彩
Lang Lang,78.43700680272109,93.36565822308822,0.10576341301202774,0.037046801662654616,华彩
Lang Lang,78.78530612244899,93.78024817967389,0.08156333863735199,0.13185158732085256,华彩
Lang Lang,79.1568253968254,94.22247746669856,0.09989062696695328,-0.16891044069780034,华彩
Lang Lang,79.45868480725623,94.58178876240613,0.032883401960134506,0.011243424341955688,华彩
Lang Lang,79.71410430839002,94.8858213972356,0.18430162966251373,-0.12809522268071302,华彩
Lang Lang,79.94630385487528,95.16221470162604,0.07710050791501999,-0.03697429656313034,华彩
Lang Lang,80.29460317460317,95.57680465821169,0.12440067529678345,0.07517731601183186,华彩
Lang Lang,80.68934240362812,96.04667327567543,0.06003275886178017,0.09981041457649552,华彩
Lang Lang,80.99120181405895,96.40598457138299,0.028886966407299042,-0.027927672454097774,华彩
Lang Lang,81.22340136054422,96.68237787577343,0.15624676644802094,-0.15855948877288029,华彩
Lang Lang,81.50204081632653,97.01404984104194,0.21604199707508087,-0.16769611111158156,华彩
Lang Lang,81.71102040816326,97.26280381499333,0.14517490565776825,0.02022456428676378,华彩
Lang Lang,81.92,97.51155778894473,0.21544529497623444,-0.08974608717835507,华彩
Lang Lang,82.17541950113379,97.8155904237742,0.3169042766094208,-0.14125175639492224,华彩
Lang Lang,82.4540589569161,98.14726238904271,0.137548565864563,-0.2482661280737374,华彩
Lang Lang,82.68625850340136,98.42365569343315,0.2758738100528717,-0.07584850864077453,华彩
Lang Lang,82.8952380952381,98.67240966738454,0.04486878216266632,-0.10760129971458811,华彩
Lang Lang,83.22031746031746,99.05936029353114,0.04247170686721802,-0.028250293598830464,华彩
Lang Lang,83.45251700680272,99.33575359792158,0.36193200945854187,-0.17071728871087544,华彩
Lang Lang,84.03301587301587,100.02673685889765,0.19947631657123566,-0.03972330978285755,华彩
Lang Lang,84.24199546485261,100.27549083284904,0.22263672947883606,0.006278076034504922,华彩
Lang Lang,84.4974149659864,100.57952346767853,0.1626238226890564,-0.1500227534052101,华彩
Lang Lang,84.82249433106576,100.96647409382513,0.09926694631576538,0.03627911319199483,华彩
Lang Lang,85.05469387755102,101.24286739821557,0.12105727940797806,-0.15711383312009272,华彩
Lang Lang,85.33333333333333,101.57453936348408,0.04986153915524483,-0.09752351106726564,华彩
Lang Lang,85.68163265306123,101.98912932006974,0.12251374870538712,-0.01491686707595364,华彩
Lang Lang,86.05315192743764,102.43135860709442,0.10152211040258408,0.22367864266925605,华彩
Lang Lang,86.49433106575964,102.95650588543624,0.09506886452436447,0.0011994110536761723,华彩
Lang Lang,86.74975056689343,103.26053852026573,0.05138262361288071,-0.0908159241589601,华彩
Lang Lang,87.07482993197279,103.64748914641233,0.0792258009314537,0.204452197158389,华彩
